"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EYHHEW4L","journalArticle","2019","Tripathi, Manorama; Sonkar, Sharad Kumar; Kumar, Sunil","A cross sectional study of retraction notices of scholarly journals of science","DESIDOC Journal of Library & Information Technology","","0976-4658, 0974-0643","10.14429/djlit.39.2.14000","https://publications.drdo.gov.in/ojs/index.php/djlit/article/view/14000","Retraction is the withdrawal of published article after it is found that the authors did not ensure integrity in conducting and reporting their research activities. The bibliometric information of 4716 document categorised as retractions in Science Citation Index, Web of Science was downloaded and analysed to understand trend, pattern and reasons of retraction. The results showed that retractions had increased during the ten-year period, 2008-2017. The main reasons for retractions were plagiarism, falsified data, manipulation of images and figures. It was also found that just 40 out of 4716 retraction notices had explicitly stated reasons for retracting the published articles. The open access journals had more number of retractions as compared to subscription based journals. The study will guide library professionals and research scholars towards a better comprehension of the reasons behind retractions in science discipline in the ten-year period. They would be better equipped to steer clear of inauthentic publications in their citations and references.","2019-03-11","2019-11-07 14:29:41","2021-06-11 19:57:29","2019-11-07 14:29:41","74-81","","2","39","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/X642RKLA/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/R5KMW6XN/Tripathi et al. - 2019 - A Cross Sectional Study of Retraction Notices of S.pdf; /Users/jodi/Zotero/storage/Q57B4242/Tripathi et al. - 2019 - A cross sectional study of retraction notices of s.pdf","","assessment of retraction notice quality; RetractionReviewBib-v1-2020-10","misconduct; Misconduct; Retraction; Scholarly journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LK7FBKJ2","journalArticle","2019","Campos-Varela, Isabel; Villaverde-Castañeda, Ramón; Ruano-Raviña, Alberto","Retraction of publications: A study of biomedical journals retracting publications based on impact factor and journal category","Gaceta Sanitaria","","02139111","10.1016/j.gaceta.2019.05.008","https://linkinghub.elsevier.com/retrieve/pii/S0213911119301529","Objective: To describe the biomedical journal characteristics that are associated with the retraction of papers. Method: A descriptive cross-sectional study was conducted. All papers retracted and indexed in PubMed from January 1st 2013 to December 31st, 2016 were included. We used nine main categories to classify retractions: aspects related with data, authors issues, plagiarism, unethical research, journal issues, review process, conﬂict of interest, other, and unknown. These categories were further classiﬁed as: misconduct, suspicion of misconduct, or no misconduct. Results: The proportion of retraction was 2.5 per 10,000 publications. Retractions appeared in 611 journals. During the study period, retraction due to misconduct was more frequent among journals with low-impact factor. Within these retracted publications, among low-impact journals the presence of misconduct was higher with a 73% compared to 61% for the high-impact journals (p = 0.001). There were differences in the percentage of retractions due to misconduct regarding the journal classiﬁcation category (p < 0.001). Conclusions: Retraction of publications is present in both high- and low-impact factor biomedical journals, but misconduct is more frequent among the papers retracted from lower impact journals. Measures before and after publication should be taken to limit misconduct.","2019-09","2019-11-07 14:29:38","2021-06-11 19:57:29","2019-11-07 14:29:38","","","","In Press","","","Retraction of publications","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/YPYMAJ9J/Campos-Varela et al. - 2019 - Retraction of publications a study of biomedical .pdf; /Users/jodi/Zotero/storage/LXTKVCD8/Campos-Varela et al. - 2019 - Retraction of publications a study of biomedical .pdf; /Users/jodi/Zotero/storage/EIXR3EFI/S0213911119301529.html","","RetractionReviewBib-v1-2020-10","Plagio; Revisión por pares; Scientific misconduct; Sistemas de detección de plagio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWM2PBP9","journalArticle","2019","Shema, Hadas; Hahn, Oliver; Mazarakis, Athanasios; Peters, Isabella","Retractions from altmetric and bibliometric perspectives","Information - Wissenschaft & Praxis","","1619-4292, 1434-4653","10.1515/iwp-2019-2006","http://www.degruyter.com/view/j/iwp.2019.70.issue-2-3/iwp-2019-2006/iwp-2019-2006.xml","In the battle for better science, the research community must obliterate, at times, works from the publication record, a process known as retraction. Additionally, publications and papers accumulate an altmetric attention score, which is a complementary metric to citationbased metrics. We used the citations, Journal Impact Factor, time between publication and retraction and the reasons behind retraction in order to find determinants of the retracted papers´ altmetric attention score. To find these determinants we compared two samples, one of retractions with top altmetric attention scores and one of retractions with altmetric attention scores chosen at random. We used a binary choice model to estimate the probability of being retracted due to misconduct or error. The model shows positive effects of altmetric scores and the time between publication and retraction on the probability to be retracted due to misconduct in the top sample. We conclude that there is an association between retraction due to misconduct and higher altmetric attention scores within the top sample.","2019-05-08","2019-11-07 14:28:00","2021-06-11 19:57:29","2019-11-07 14:28:00","98-110","","2-3","70","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/2LEP9EQ8/Shema et al. - 2019 - Retractions from altmetric and bibliometric perspe.pdf","","altmetrics; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7AHI9434","journalArticle","1992","Snodgrass, G L; Pfeifer, M P","The characteristics of medical retraction notices","Bulletin of the Medical Library Association","","0025-7338","","https://www.ncbi.nlm.nih.gov/pubmed/1422502","During the past twenty years, more than ninety retraction notices have been published in biomedical journals. These retractions constitute a unique body of literature that biomedical researchers, bibliographers, and librarians must monitor to reduce scientific use of retracted, invalid papers. An analysis of medical retraction notices shows that very few are prominent in style, format, or placement, in spite of authoritative publication standards formulated by the International Council of Medical Journal Editors. Although researchers are ultimately responsible for the validity of the information they cite in their own publications, biomedical librarians are in a unique position to educate their patrons regarding retracted papers.","1992-10","2019-11-07 14:40:05","2021-06-11 19:57:29","","328-334","","4","80","","Bull Med Libr Assoc","","","","","","","","eng","","","","1422502","","","","","/Users/jodi/Zotero/storage/GQICW8ST/_EPPI-Reviewer Coding Report.pdf; ; /Users/jodi/Zotero/storage/I8K7CKCF/Snodgrass - 1992 - The characteristics of medical retraction notices.pdf","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC225694/","assessment of retraction notice quality; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66Z2TSBT","conferencePaper","2018","Al-Hidabi, Mymoona Dawood Abdulmalek; Teh, Phoey Lee","Multiple publications: The main reason for the retraction of papers in computer science","Advances in Information and Communication Networks","978-3-030-03402-3","","10.1007/978-3-030-03402-3_35","","This paper intends to review the reasons for the retraction over the last decade. The paper particularly aims at reviewing these reasons with reference to computer science field to assist authors in comprehending the style of writing. To do that, a total of 36 retracted papers found on the Web of Science within Jan 2007 through July 2017 are explored. Given the retraction notices which are based on 10 common reasons, this paper classifies the two main categories, namely, random and non-random retraction. Retraction due to the duplication of publications scored the highest proportion of all other reasons reviewed.","2018","2019-11-07 14:30:12","2021-06-11 21:10:14","","511-526","","","","","","Multiple Publications","Advances in Intelligent Systems and Computing","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","Online 2018 - copyright date for print volume may be 2019","","/Users/jodi/Zotero/storage/RJD2KFGL/Al-Hidabi and Teh - 2019 - Multiple Publications The Main Reason for the Ret.pdf","","RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers","","Arai, Kohei; Kapoor, Supriya; Bhatia, Rahul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MMWX59N","journalArticle","2020","Ajiferuke, Isola; Adekannbi, Janet O.","Correction and retraction practices in library and information science journals","Journal of Librarianship and Information Science","","0961-0006","10.1177/0961000618785408","https://doi.org/10.1177/0961000618785408","Retraction of scholarly publications ensures that unqualified knowledge is purged from the scientific community. However, there appears to be little understanding about how this is practiced among library and information science (LIS) journals. Hence, this study investigated the correction and retraction practices of LIS journals. Journals included in the Web of Science’s information science and library science subject category were selected for the study and the characteristics of the articles corrected or retracted in those journals between 1996 and 2016 were examined. Findings show that there were 517 corrections and five retractions in LIS journals during the period. Most of the corrections made to articles in LIS journals were minor while the reasons for article retraction included plagiarism, duplication, irreproducible results and methodological errors. Our findings also reveal that on average it took about 587 days for an article to be retracted while some of the retracted articles continued to be cited after retraction. The study concluded that the average number of errors per correction was lower than what had been observed in medical journals while some of the retracted articles continued to receive positive post-retraction citations. It also recommended the inclusion of a check on the validity of literature cited by authors at the review stage as part of the quality control mechanism by publishers of LIS journals.","2020","2019-11-07 14:30:02","2021-06-11 20:57:40","2019-11-11 04:00:29","169-183","","1","52","","Journal of Librarianship and Information Science","","","","","","","","en","","","","","SAGE Journals","","First online July 11, 2018","","/Users/jodi/Zotero/storage/K6C77KCH/Ajiferuke and Adekannbi - 2018 - Correction and retraction practices in library and.pdf","","RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YA5S7PI6","journalArticle","2020","Nair, Singh; Yean, Chetra; Yoo, Jennifer; Leff, Jonathan; Delphin, Ellise; Adams, David C.","Reasons for article retraction in anesthesiology: a comprehensive analysis","Canadian Journal of Anesthesia/Canadian Journal of Anesthesia/Journal Canadien d'Anesthésie","","1496-8975","10.1007/s12630-019-01508-3","https://doi.org/10.1007/s12630-019-01508-3","Background  Increasing awareness of scientific misconduct has prompted various fields of medicine, including orthopedic surgery, neurosurgery, and dentistry to characterize the reasons for article retraction. The purpose of this review was to evaluate the reasons for and the rate of article retraction in the field of anesthesia within the last 30 years.MethodsBased on a reproducible search strategy, two independent reviewers searched MEDLINE, EMBASE, and the Retraction Watch website to identify retracted anesthesiology articles. Extracted data included: author names, year of publication, year of the retracted article, journal name, journal five-year impact factor, research type (clinical, basic science, or review), reason for article retraction, number of citations, and presence of a watermark indicating article retraction.ResultsThree hundred and fifty articles were included for data extraction. Reasons for article retraction could be grouped into six broad categories. The most common reason for retraction was fraud (data fabrication or manipulation), which accounted for nearly half (49.4%) of all retractions, followed by lack of appropriate ethical approval (28%). Other reasons for retraction included publication issues (e.g., duplicate publications), plagiarism, and studies with methodologic or other non-fraud data issues. Four authors were associated with most of the retracted articles (59%). The majority (69%) of publications utilized a watermark on the original article to indicate that the article was retracted. Journal Citation Reports journal impact factors ranged from 0.9 to 48.1 (median [interquartile range (IQR)], 3.6 [2.5–4.0]), and the most cited article was referenced 197 times (median [IQR], 13 [5–26]). Most retracted articles (66%) were cited at least once by other journal articles after having been withdrawn.ConclusionsMost retracted articles in anesthesiology literature were retracted because of research misconduct. Limited information is available in the retraction notices, unless explicitly stated, so it is challenging to distinguish between an honest error and research misconduct. Therefore, a standardized reporting process with structured retraction notices is desired.","2020","2019-11-11 14:46:59","2021-06-11 21:02:40","2019-11-11 14:46:59","57-63","","","67","","Can J Anesth/J Can Anesth","Reasons for article retraction in anesthesiology","","","","","","","en","","","","","Springer Link","","Online 2019-10-15","","/Users/jodi/Zotero/storage/YGV5D2HC/Nair et al. - 2019 - Reasons for article retraction in anesthesiology .pdf; /Users/jodi/Zotero/storage/ZL447UDT/Nair et al. - 2020 - Reasons for article retraction in anesthesiology .pdf","","RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5HYH2LP","conferencePaper","2019","Mine, Shinji","Toward responsible scholarly communication and innovation: A survey of the prevalence of retracted articles on scholarly communication platforms","Proceedings of the Association for Information Science and Technology","","","10.1002/pra2.155","https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/pra2.155","Open scholarly communication benefits us with unprecedented open access to scholarly information and many innovations, but it requires adequate quality control. This study aims to identify the extent of online availability of retracted articles across all disciplines in early 2019. In all, 1,541 articles were identified in Web of Science, published between 2000 and 2018. Using Google, Google Scholar, and Sci-Hub, the full text of articles were searched on formal and informal platforms. The results showed that while even formal publishers could not comply with Committee on Publication Ethics (COPE) guidelines (e.g., the lack of retraction alerts and open availability), most copies on informal platforms were non-Version of Record, lacking any information of retraction. This preliminary study showed online propagation and inadequate quality control of the retracted articles by scholarly communication platforms, particularly by informal platforms.","2019","2019-11-11 14:48:31","2021-06-11 20:16:18","2019-11-11 14:48:31","738-739","","","56","","","Toward responsible scholarly communication and innovation","","","","","Wiley","Melbourne, Australia","en","","","","","Wiley Online Library","","ISSN:2373-9231 ISSUE: 1; 82nd annual meeting","","/Users/jodi/Zotero/storage/EZNS2U3Q/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/KAKJLFP4/Mine - 2019 - Toward responsible scholarly communication and inn.pdf; /Users/jodi/Zotero/storage/W9V6K45G/pra2.html","","RetractionReviewBib-v1-2020-10","Electronic journals; Open access; Platform; Retraction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Annual Meeting of the Association for Information Science and Technology","","","","","","","","","","","","","","",""
"WR5GM3FN","journalArticle","2011","Steen, R Grant","Retractions in the medical literature: how many patients are put at risk by flawed research?","Journal of Medical Ethics","","0306-6800","10.1136/jme.2011.043133","http://jme.bmj.com/cgi/doi/10.1136/jme.2011.043133","BackgroundClinicapl aperssoflawedthat theyare eventuallyretractedmayput patientsat risk.Patientrisk couldariseina retractedprimarystudyorinanysecondary studythatdrawsideasorinspiratiofnroma primarystudy. several papers which claimed that aneuploidy is a prognostic marker for oral leukoplakia 8; anecdotal evidence suggests that some patients underwent more extensive excisional surgery than normal, g_steen_medicc@yahoo.com MethodsTo determinehowmanypatientswereput at believing themselves to be at high risk of progresDataSharingStatementI: am willingto sharewith anyonethe listof 788papersretractedfrom PubMedfrom 2000to 2010, risk,we evaluated788retractedEnglish-languapgaepers publishedfrom 2000to 2010,describingnew research with humansor freshlyderivedhumanmaterial.These primarypapers-togetherwith all secondarystudies sion to cancer.9 Professor Woo Suk Hwang, a stem cell biologist at Seoul National University, fabricated data in several papers, 10 but may not have harmed patients as his work was not in the literawith publishinginformation citingthem-were evaluatedusingISi Web of andfull abstracts.Fora copy of thesedocumentsc,ontact me at KnowledgeE. xcludefdromstudywere468basicscience papersnot studyingfreshhumanmaterial;88 reviews g_steen_medicc@yahoo.com. presentingolderdata;22 casereports;7 papers ture long enough to affect practice. 11 Yet Hwang is alleged to have committed ethical violations that did harm to people, including pressuring female co-workers to donate eggs for research 12; 16 donors retractedfor journalerrorand23 papersunavailabloen are said to have required hospitalisation for adverse Received10 February2011 Revised6 April2011 Accepted14 April2011 PublishedOnlineFirst 17 May 2011 Web of KnowledgeO. verall,180retractedprimary papers(22.8%)met the inclusioncriteria.Subjects enrolledandpatientstreatedin 180primarystudiesand 851 secondarystudieswere combined. events following the egg-donation procedure. 13 Harm from a retracted study could arise by influencing the ways in which patients are treated. Harm to patients could occur in the context of the ResultsRetractedpaperswere citedover5000times, retracted ('primary') study or from any of the with 93%of citationsbeingresearchrelated,suggesting secondary studies that drew ideas or inspiration that ideaspromulgatedin retractedpaperscaninfluence from the primary study. We will assume that subsequenrtesearchO. ver28000 subjectswere a retracted primary paper puts patients at risk if it enrolled-and 9189patientsweretreated-in 180 influences the treatment patterns of clinicians. retractedprimarystudies.Over400000subjectswere Therefore, if a new paper cites a retracted primary enrolled-and 70501patientswere treated-in 851 paper, that new paper is secondary to the retracted secondarystudieswhichciteda retractedpaper.Papers paper and may also have put patients at risk. retractedfor fraud(n=70) treatedmorepatientsper Clearly, such 'harm by influence' can be subtle. study(p<0.01)thanpapersretractedfor error(n= 110). Many patients were enrolled in clinical trials of ConclusionMs anypatientsare putat riskby retracted postoperative COX-2 inhibitors that cited Reuben; studies.Theseare conservativestimatesa, s only","2011-11-01","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:27","688-692","","11","37","","","Retractions in the medical literature","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/ZXJXX29J/Steen - 2011 - Retractions in the medical literature how many pa.pdf","","citation studies; EPPI Reviewer Article; field impact; RetractionReviewBib-v1-2020-10; revisit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC8ISSI2","journalArticle","2013","Zhang, Minghua; Grieneisen, Michael L.","The impact of misconduct on the published medical and non-medical literature, and the news media","Scientometrics","","0138-9130, 1588-2861","10.1007/s11192-012-0920-5","http://link.springer.com/10.1007/s11192-012-0920-5","Better understanding of research and publishing misconduct can improve strategies to mitigate their occurrence. In this study, we examine various trends among 2,375 articles retracted due to misconduct in all scholarly ﬁelds. Proportions of articles retracted due to ‘‘publication misconduct’’ (primarily plagiarism and duplicate publication) or ‘‘distrust data or interpretations’’ (primarily research artifacts and unexplained irreproducibility of data) differ signiﬁcantly between PubMed (35 and 59 %, respectively) and non-PubMed (56 and 27 %) articles and between English- and non-English-speaking author afﬁliation countries. Retraction rates due to any form of misconduct, adjusted for the size of the literature in different disciplines, vary from 0.22 per 100,000 articles in the Humanities to 7.58 in Medicine and 7.69 in Chemistry. The annual rate of article retractions due to misconduct has increased exponentially since 2001, and the percentage of all retractions involving misconduct allegations has grown from 18.5–29.2 % for each year from 1990–1993 to 55.8–71.9 % for each year from 2007–2010. Despite these increases, the prominence of research integrity in the news media has not changed appreciably over the past 20 years. Articles retracted due to misconduct are found in all major scholarly disciplines. The higher rate of plagiarism among authors from non-English speaking countries may diminish if institutions improved their support for the writing of English manuscripts by their scholars. The training of junior scholars on proper codes of research (and publishing) conduct should be embraced by all disciplines, not just by biomedical ﬁelds where the perception of misconduct is high.","2013-08","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:25","573-587","","2","96","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/CGQN957P/Zhang and Grieneisen - 2013 - The impact of misconduct on the published medical .pdf","","EPPI Reviewer Article; media research related to retracted papers; retraction and ORI cases; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTNTKTJZ","journalArticle","2016","Yan, J.; MacDonald, A.; Baisi, L-P.; Evaniew, N.; Bhandari, M.; Ghert, M.","Retractions in orthopaedic research: A systematic review","Bone & Joint Research","","2046-3758","10.1302/2046-3758.56.BJR-2016-0047","http://online.boneandjoint.org.uk/doi/10.1302/2046-3758.56.BJR-2016-0047","Objectives Despite the fact that research fraud and misconduct are under scrutiny in the field of orthopaedic research, little systematic work has been done to uncover and characterise the underlying reasons for academic retractions in this field. The purpose of this study was to determine the rate of retractions and identify the reasons for retracted publications in the orthopaedic literature. Methods Two reviewers independently searched MEDLINE, EMBASE, and the Cochrane Library (1995 to current) using MeSH keyword headings and the ‘retracted’ filter. We also searched an independent website that reports and archives retracted scientific publications (www. retractionwatch.com). Two reviewers independently extracted data including reason for retraction, study type, journal impact factor, and country of origin. Results One hundred and ten retracted studies were included for data extraction. The retracted studies were published in journals with impact factors ranging from 0.000 (discontinued journals) to 13.262. In the 20-year search window, only 25 papers were retracted in the first ten years, with the remaining 85 papers retracted in the most recent decade. The most common reasons for retraction were fraudulent data (29), plagiarism (25) and duplicate publication (20). Retracted articles have been cited up to 165 times (median 6; interquartile range 2 to 19). Conclusion The rate of retractions in the orthopaedic literature is increasing, with the majority of retractions attributed to academic misconduct and fraud. Orthopaedic retractions originate from numerous journals and countries, indicating that misconduct issues are widespread. The results of this study highlight the need to address academic integrity when training the next generation of orthopaedic investigators.","2016-06","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:24","263-268","","6","5","","","Retractions in orthopaedic research","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/VNLXRCPX/Yan et al. - 2016 - Retractions in orthopaedic research A systematic .pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; systematic reviews of retracted papers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9C3YAKJP","journalArticle","1994","Whitely, W. P.","The scientific community's response to evidence of fraudulent publication. The Robert Slutsky case","JAMA: The Journal of the American Medical Association","","00987484, 15383598","10.1001/jama.272.2.170","http://jama.ama-assn.org/cgi/doi/10.1001/jama.272.2.170","","1994-07-13","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:15","170-173","","2","272","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/NBQ7VES9/Whitely - 1994 - The scientific community's response to evidence of.pdf","","citation studies; citations of misconduct-related retractions; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMVUURYU","journalArticle","2019","Wang, Tao; Xing, Qin-Rui; Wang, Hui; Chen, Wei","Retracted publications in the biomedical literature from open access journals","Science and Engineering Ethics","","1353-3452, 1471-5546","10.1007/s11948-018-0040-6","http://link.springer.com/10.1007/s11948-018-0040-6","The number of articles published in open access journals (OAJs) has increased dramatically in recent years. Simultaneously, the quality of publications in these journals has been called into question. Few studies have explored the retraction rate from OAJs. The purpose of the current study was to determine the reasons for retractions of articles from OAJs in biomedical research. The Medline database was searched through PubMed to identify retracted publications in OAJs. The journals were identified by the Directory of Open Access Journals. Data were extracted from each retracted article, including the time from publication to retraction, causes, journal impact factor, and country of origin. Trends in the characteristics related to retraction were determined. Data from 621 retracted studies were included in the analysis. The number and rate of retractions have increased since 2010. The most common reasons for retraction are errors (148), plagiarism (142), duplicate publication (101), fraud/suspected fraud (98) and invalid peer review (93). The number of retracted articles from OAJs has been steadily increasing. Misconduct was the primary reason for retraction. The majority of retracted articles were from journals with low impact factors and authored by researchers from China, India, Iran, and the USA.","2019-06","2019-11-10 17:45:40","2021-06-11 21:11:40","2019-11-10 16:20:11","855-868","","3","25","","","","","","","","","","en","","","","","Crossref","","online first in 2018","","/Users/jodi/Zotero/storage/H3L6BT96/_EPPI-Reviewer Coding Report.pdf; /Users/jodi/Zotero/storage/IGILUNEQ/Wang et al. - 2019 - Retracted Publications in the Biomedical Literatur.pdf","","characteristics of retracted papers - journal perspective; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WYKMGPC3","journalArticle","2011","Wright, Kath; McDaid, Catriona","Reporting of article retractions in bibliographic databases and online journals","Journal of the Medical Library Association: JMLA","","1536-5050, 1558-9439","10.3163/1536-5050.99.2.010","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3066576/","","2011-04","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:22","164-167","","2","99","","","","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/XCCIJG69/Wright and McDaid - 2011 - Reporting of article retractions in bibliographic .pdf","","EPPI Reviewer Article; RetractionReviewBib-v1-2020-10; visibility of retraction status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPPK3HX8","journalArticle","2011","Woolley, Karen L.; Lew, Rebecca A.; Stretton, Serina; Ely, Julie A.; Bramich, Narelle J.; Keys, Janelle R.; Monk, Julie A.; Woolley, Mark J.","Lack of involvement of medical writers and the pharmaceutical industry in publications retracted for misconduct: a systematic, controlled, retrospective study","Current Medical Research and Opinion","","0300-7995, 1473-4877","10.1185/03007995.2011.573546","https://www.tandfonline.com/doi/full/10.1185/03007995.2011.573546","Objectives: The primary objective of this study was to quantify how many publications retracted because of misconduct involved declared medical writers (i.e., not ghostwriters) or declared pharmaceutical industry support. The secondary objective was to investigate factors associated with misconduct retractions. Design: A systematic, controlled, retrospective, bibliometric study. Data source: Retracted publications dataset in the MEDLINE database. Data selection: PubMed was searched (Limits: English, human, January 1966 – February 2008) to identify publications retracted because of misconduct. Publications retracted because of mistake served as the control group. Standardized definitions and data collection tools were used, and data were analyzed by an independent academic statistician. Results: Of the 463 retracted publications retrieved, 213 (46%) were retracted because of misconduct. Publications retracted because of misconduct rarely involved declared medical writers (3/213; 1.4%) or declared pharmaceutical industry support (8/213; 3.8%); no misconduct retractions involved both declared medical writers and the industry. Retraction because of misconduct, rather than mistake, was significantly associated with: absence of declared medical writers (odds ratio: 0.16; 95% confidence kw@proscribe.com.au interval: 0.05–0.57); absence of declared industry involvement (0.25; 0.11–0.58); single authorship (2.04; 1.01–4.12); first author having at least one other retraction (2.05; 1.35–3.11); and first author Key words: affiliated with a low/middle income country (2.34; 1.18–4.63). The main limitations of this study were Drug industry – Medical writer – Medical writing – restricting the search to English-language and human research articles. Plagiarism – Retraction of publication as topic –Scientific misconduct Conclusions: Accepted: 16 March 2011; published online: 7 April 2011","2011-06","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:20","1175-1182","","6","27","","","Lack of involvement of medical writers and the pharmaceutical industry in publications retracted for misconduct","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/DIGVIRCU/Woolley et al. - 2011 - Lack of involvement of medical writers and the pha.pdf","","authors of retracted papers; EPPI Reviewer Article; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6Y8A2W7","journalArticle","2013","Williams, Peter; Wager, Elizabeth","Exploring why and how journal editors retract articles: findings from a qualitative study","Science and Engineering Ethics","","1353-3452, 1471-5546","10.1007/s11948-011-9292-0","http://link.springer.com/10.1007/s11948-011-9292-0","Editors have a responsibility to retract seriously ﬂawed articles from their journals. However, there appears to be little consistency in journals’ policies or procedures for this. In a qualitative study, we therefore interviewed editors of science journals using semi-structured interviews to investigate their experience of retracting articles. We identiﬁed potential barriers to retraction, difﬁculties in the process and also sources of support and encouragement. Our ﬁndings have been used as the basis for guidelines developed by the Committee on Publication Ethics.","2013-03","2019-11-10 17:45:40","2021-06-11 19:57:29","2019-11-10 16:20:18","1-11","","1","19","","","Exploring why and how journal editors retract articles","","","","","","","en","","","","","Crossref","","","","/Users/jodi/Zotero/storage/B7IQUIFS/Williams and Wager - 2013 - Exploring Why and How Journal Editors Retract Arti.pdf","","EPPI Reviewer Article; journal/publication practices in retraction; RetractionReviewBib-v1-2020-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
